target_id	start	end	breakage_length	target_length
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	177360	180795	3436	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	181960	183035	1076	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	184299	184814	516	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	185832	192828	6997	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	194193	196471	2279	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	198105	198738	634	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	199838	208451	8614	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	209710	213617	3908	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	215385	227723	12339	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	229371	254512	25142	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	256822	257903	1082	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	259459	287384	27926	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	288748	298790	10043	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	299934	310861	10928	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	311960	312391	432	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	313517	316054	2538	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	317427	318230	804	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	319912	330494	10583	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	332600	342964	10365	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	344303	348631	4329	352324
VIRSorter_utg000583l_segment0_LN:i:352324_RC:i:7119_XC:f:0_981560	352108	352323	216	352324
VIRSorter_utg000586l_segment0_LN:i:18855_RC:i:1337_XC:f:1_000000	0	4017	4018	18855
VIRSorter_utg000586l_segment0_LN:i:18855_RC:i:1337_XC:f:1_000000	6135	6711	577	18855
VIRSorter_utg000586l_segment0_LN:i:18855_RC:i:1337_XC:f:1_000000	7829	8714	886	18855
VIRSorter_utg000586l_segment0_LN:i:18855_RC:i:1337_XC:f:1_000000	11064	11415	352	18855
VIRSorter_utg000586l_segment0_LN:i:18855_RC:i:1337_XC:f:1_000000	15408	16372	965	18855
VIRSorter_utg000586l_segment0_LN:i:18855_RC:i:1337_XC:f:1_000000	17206	18854	1649	18855
VIRSorter_utg000588l_segment0_LN:i:16214_RC:i:1654_XC:f:1_000000	0	547	548	16214
VIRSorter_utg000588l_segment0_LN:i:16214_RC:i:1654_XC:f:1_000000	3739	4660	922	16214
VIRSorter_utg000588l_segment0_LN:i:16214_RC:i:1654_XC:f:1_000000	5542	6428	887	16214
VIRSorter_utg000588l_segment0_LN:i:16214_RC:i:1654_XC:f:1_000000	9117	9923	807	16214
VIRSorter_utg000588l_segment0_LN:i:16214_RC:i:1654_XC:f:1_000000	12884	13490	607	16214
VIRSorter_utg000588l_segment0_LN:i:16214_RC:i:1654_XC:f:1_000000	14679	14972	294	16214
VIRSorter_utg000588l_segment0_LN:i:16214_RC:i:1654_XC:f:1_000000	16209	16213	5	16214
VIRSorter_utg000589l_segment0_LN:i:46897_RC:i:1483_XC:f:0_989362	0	110	111	46897
VIRSorter_utg000589l_segment0_LN:i:46897_RC:i:1483_XC:f:0_989362	1267	3781	2515	46897
VIRSorter_utg000589l_segment0_LN:i:46897_RC:i:1483_XC:f:0_989362	5247	7469	2223	46897
VIRSorter_utg000589l_segment0_LN:i:46897_RC:i:1483_XC:f:0_989362	8783	9218	436	46897
VIRSorter_utg000589l_segment0_LN:i:46897_RC:i:1483_XC:f:0_989362	10715	12349	1635	46897
VIRSorter_utg000589l_segment0_LN:i:46897_RC:i:1483_XC:f:0_989362	13378	23730	10353	46897
VIRSorter_utg000589l_segment0_LN:i:46897_RC:i:1483_XC:f:0_989362	25275	25477	203	46897
VIRSorter_utg000589l_segment0_LN:i:46897_RC:i:1483_XC:f:0_989362	27724	33349	5626	46897
VIRSorter_utg000589l_segment0_LN:i:46897_RC:i:1483_XC:f:0_989362	34828	35220	393	46897
VIRSorter_utg000589l_segment0_LN:i:46897_RC:i:1483_XC:f:0_989362	36236	41246	5011	46897
VIRSorter_utg000589l_segment0_LN:i:46897_RC:i:1483_XC:f:0_989362	42431	46896	4466	46897
VIRSorter_utg000592l_segment0_LN:i:17760_RC:i:2471_XC:f:1_000000	0	1	2	17760
VIRSorter_utg000592l_segment0_LN:i:17760_RC:i:2471_XC:f:1_000000	17631	17759	129	17760
VIRSorter_utg000593l_segment0_LN:i:13932_RC:i:4150_XC:f:1_000000	0	170	171	13932
VIRSorter_utg000593l_segment0_LN:i:13932_RC:i:4150_XC:f:1_000000	13846	13931	86	13932
VIRSorter_utg000597l_segment0_LN:i:11404_RC:i:3560_XC:f:1_000000	0	502	503	11404
VIRSorter_utg000597l_segment0_LN:i:11404_RC:i:3560_XC:f:1_000000	11375	11403	29	11404
VIRSorter_utg000598l_segment0_LN:i:16147_RC:i:2815_XC:f:1_000000	0	10	11	16147
VIRSorter_utg000598l_segment0_LN:i:16147_RC:i:2815_XC:f:1_000000	8580	9548	969	16147
VIRSorter_utg000598l_segment0_LN:i:16147_RC:i:2815_XC:f:1_000000	13329	13484	156	16147
VIRSorter_utg000598l_segment0_LN:i:16147_RC:i:2815_XC:f:1_000000	16047	16146	100	16147
VIRSorter_utg000599l_segment0_LN:i:18618_RC:i:1606_XC:f:0_947368	0	423	424	18618
VIRSorter_utg000599l_segment0_LN:i:18618_RC:i:1606_XC:f:0_947368	5462	5684	223	18618
VIRSorter_utg000599l_segment0_LN:i:18618_RC:i:1606_XC:f:0_947368	7913	10575	2663	18618
VIRSorter_utg000599l_segment0_LN:i:18618_RC:i:1606_XC:f:0_947368	11879	12174	296	18618
VIRSorter_utg000599l_segment0_LN:i:18618_RC:i:1606_XC:f:0_947368	18282	18617	336	18618
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	0	15	16	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	860	1887	1028	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	6292	10677	4386	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	12884	12943	60	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	14066	17195	3130	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	18188	18387	200	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	20005	20427	423	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	22438	23497	1060	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	24643	25559	917	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	26461	26529	69	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	28026	28087	62	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	33937	35344	1408	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	39176	39262	87	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	40119	43082	2964	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	46246	46580	335	53186
VIRSorter_utg000601l_segment0_LN:i:53186_RC:i:5006_XC:f:0_981308	53147	53185	39	53186
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	0	16	17	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	1154	1520	367	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	5074	5317	244	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	13178	13358	181	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	15911	17347	1437	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	20151	20725	575	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	25838	26262	425	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	28791	29781	991	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	31117	31371	255	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	34430	38024	3595	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	39999	40287	289	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	41655	42391	737	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	44482	44631	150	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	47189	48182	994	55857
VIRSorter_utg000602l_segment0_LN:i:55857_RC:i:5734_XC:f:1_000000	55823	55856	34	55857
VIRSorter_utg000605l_segment0_LN:i:24564_RC:i:6293_XC:f:0_980000	0	14	15	24564
VIRSorter_utg000605l_segment0_LN:i:24564_RC:i:6293_XC:f:0_980000	24516	24563	48	24564
VIRSorter_utg000607l_segment2_LN:i:31338_RC:i:1099_XC:f:0_984127	0	66	67	31338
VIRSorter_utg000607l_segment2_LN:i:31338_RC:i:1099_XC:f:0_984127	31320	31337	18	31338
VIRSorter_utg000608l_segment0_LN:i:47232_RC:i:3723_XC:f:1_000000	0	8	9	47232
VIRSorter_utg000608l_segment0_LN:i:47232_RC:i:3723_XC:f:1_000000	45519	45600	82	47232
VIRSorter_utg000608l_segment0_LN:i:47232_RC:i:3723_XC:f:1_000000	47121	47231	111	47232
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	0	6833	6834	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	17088	18255	1168	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	19267	19659	393	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	21678	22688	1011	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	25238	25417	180	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	27706	27731	26	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	33889	34681	793	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	35612	39050	3439	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	41309	42484	1176	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	46238	47342	1105	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	50712	51084	373	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	54889	55008	120	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	56310	56763	454	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	62403	62914	512	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	66415	66709	295	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	68235	69324	1090	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	74925	87025	12101	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	97874	99175	1302	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	100931	101764	834	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	105322	107993	2672	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	110727	111728	1002	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	115004	117821	2818	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	118970	120302	1333	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	121704	121905	202	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	132855	133164	310	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	135471	135980	510	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	137606	141718	4113	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	143263	144557	1295	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	146361	147073	713	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	150082	154143	4062	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	155997	159598	3602	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	160938	161543	606	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	163142	163694	553	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	165317	165979	663	174960
VIRSorter_utg000609l_segment0_LN:i:174960_RC:i:10736_XC:f:0_991453	169459	174959	5501	174960
VIRSorter_utg000610l_segment0_LN:i:14216_RC:i:337_XC:f:0_965517	0	1545	1546	14216
VIRSorter_utg000610l_segment0_LN:i:14216_RC:i:337_XC:f:0_965517	2626	4909	2284	14216
VIRSorter_utg000610l_segment0_LN:i:14216_RC:i:337_XC:f:0_965517	6057	7817	1761	14216
VIRSorter_utg000610l_segment0_LN:i:14216_RC:i:337_XC:f:0_965517	9157	9295	139	14216
VIRSorter_utg000610l_segment0_LN:i:14216_RC:i:337_XC:f:0_965517	10970	11432	463	14216
VIRSorter_utg000610l_segment0_LN:i:14216_RC:i:337_XC:f:0_965517	12999	13004	6	14216
VIRSorter_utg000610l_segment0_LN:i:14216_RC:i:337_XC:f:0_965517	14213	14215	3	14216
VIRSorter_utg000612l_segment0_LN:i:23782_RC:i:1354_XC:f:1_000000	0	1027	1028	23782
VIRSorter_utg000612l_segment0_LN:i:23782_RC:i:1354_XC:f:1_000000	2292	2466	175	23782
VIRSorter_utg000612l_segment0_LN:i:23782_RC:i:1354_XC:f:1_000000	6279	6589	311	23782
VIRSorter_utg000612l_segment0_LN:i:23782_RC:i:1354_XC:f:1_000000	12945	15457	2513	23782
VIRSorter_utg000612l_segment0_LN:i:23782_RC:i:1354_XC:f:1_000000	23465	23781	317	23782
VIRSorter_utg000616c_segment0_LN:i:55110_RC:i:2538_XC:f:1_000000	0	292	293	55110
VIRSorter_utg000616c_segment0_LN:i:55110_RC:i:2538_XC:f:1_000000	9182	10127	946	55110
VIRSorter_utg000616c_segment0_LN:i:55110_RC:i:2538_XC:f:1_000000	26132	27033	902	55110
VIRSorter_utg000616c_segment0_LN:i:55110_RC:i:2538_XC:f:1_000000	28291	28600	310	55110
VIRSorter_utg000616c_segment0_LN:i:55110_RC:i:2538_XC:f:1_000000	31062	31211	150	55110
VIRSorter_utg000616c_segment0_LN:i:55110_RC:i:2538_XC:f:1_000000	49420	49439	20	55110
VIRSorter_utg000618l_segment0_LN:i:85190_RC:i:15781_XC:f:1_000000	0	117	118	85190
VIRSorter_utg000618l_segment0_LN:i:85190_RC:i:15781_XC:f:1_000000	85174	85189	16	85190
VIRSorter_utg000626l_segment0_LN:i:20593_RC:i:4478_XC:f:0_976190	0	153	154	20593
VIRSorter_utg000626l_segment0_LN:i:20593_RC:i:4478_XC:f:0_976190	1477	1668	192	20593
VIRSorter_utg000626l_segment0_LN:i:20593_RC:i:4478_XC:f:0_976190	2917	3142	226	20593
VIRSorter_utg000626l_segment0_LN:i:20593_RC:i:4478_XC:f:0_976190	4337	6488	2152	20593
VIRSorter_utg000626l_segment0_LN:i:20593_RC:i:4478_XC:f:0_976190	8652	10635	1984	20593
VIRSorter_utg000626l_segment0_LN:i:20593_RC:i:4478_XC:f:0_976190	11895	12067	173	20593
VIRSorter_utg000626l_segment0_LN:i:20593_RC:i:4478_XC:f:0_976190	20582	20592	11	20593
VIRSorter_utg000627l_segment0_LN:i:22998_RC:i:1372_XC:f:0_956522	0	721	722	22998
VIRSorter_utg000627l_segment0_LN:i:22998_RC:i:1372_XC:f:0_956522	1899	2245	347	22998
VIRSorter_utg000627l_segment0_LN:i:22998_RC:i:1372_XC:f:0_956522	9209	9805	597	22998
VIRSorter_utg000627l_segment0_LN:i:22998_RC:i:1372_XC:f:0_956522	14828	15598	771	22998
VIRSorter_utg000627l_segment0_LN:i:22998_RC:i:1372_XC:f:0_956522	22972	22997	26	22998
VIRSorter_utg000629l_segment0_LN:i:11981_RC:i:1775_XC:f:1_000000	0	13	14	11981
VIRSorter_utg000629l_segment0_LN:i:11981_RC:i:1775_XC:f:1_000000	11108	11980	873	11981
VIRSorter_utg000634l_segment0_LN:i:32602_RC:i:1568_XC:f:1_000000	0	34	35	32602
VIRSorter_utg000634l_segment0_LN:i:32602_RC:i:1568_XC:f:1_000000	6231	6650	420	32602
VIRSorter_utg000634l_segment0_LN:i:32602_RC:i:1568_XC:f:1_000000	9667	9713	47	32602
VIRSorter_utg000634l_segment0_LN:i:32602_RC:i:1568_XC:f:1_000000	13148	16776	3629	32602
VIRSorter_utg000634l_segment0_LN:i:32602_RC:i:1568_XC:f:1_000000	32565	32601	37	32602
VIRSorter_utg000635l_segment0_LN:i:13919_RC:i:203_XC:f:0_964286	0	501	502	13919
VIRSorter_utg000635l_segment0_LN:i:13919_RC:i:203_XC:f:0_964286	1640	1659	20	13919
VIRSorter_utg000635l_segment0_LN:i:13919_RC:i:203_XC:f:0_964286	6685	7356	672	13919
VIRSorter_utg000635l_segment0_LN:i:13919_RC:i:203_XC:f:0_964286	11050	12420	1371	13919
VIRSorter_utg000635l_segment0_LN:i:13919_RC:i:203_XC:f:0_964286	13889	13918	30	13919
VIRSorter_utg000636l_segment0_LN:i:24657_RC:i:9002_XC:f:1_000000	0	12	13	24657
VIRSorter_utg000636l_segment0_LN:i:24657_RC:i:9002_XC:f:1_000000	3480	3501	22	24657
VIRSorter_utg000636l_segment0_LN:i:24657_RC:i:9002_XC:f:1_000000	24360	24656	297	24657
VIRSorter_utg000637l_segment0_LN:i:90675_RC:i:4619_XC:f:1_000000	0	36	37	90675
VIRSorter_utg000637l_segment0_LN:i:90675_RC:i:4619_XC:f:1_000000	87186	88805	1620	90675
VIRSorter_utg000637l_segment0_LN:i:90675_RC:i:4619_XC:f:1_000000	90661	90674	14	90675
VIRSorter_utg000640l_segment0_LN:i:53694_RC:i:8124_XC:f:0_990741	0	368	369	53694
VIRSorter_utg000640l_segment0_LN:i:53694_RC:i:8124_XC:f:0_990741	2237	2282	46	53694
VIRSorter_utg000640l_segment0_LN:i:53694_RC:i:8124_XC:f:0_990741	5443	5750	308	53694
VIRSorter_utg000640l_segment0_LN:i:53694_RC:i:8124_XC:f:0_990741	49625	50010	386	53694
VIRSorter_utg000640l_segment0_LN:i:53694_RC:i:8124_XC:f:0_990741	52480	53693	1214	53694
VIRSorter_utg000643l_segment0_LN:i:15746_RC:i:157_XC:f:0_812500	0	15745	15746	15746
VIRSorter_utg000644l_segment0_LN:i:39365_RC:i:3045_XC:f:1_000000	0	1587	1588	39365
VIRSorter_utg000644l_segment0_LN:i:39365_RC:i:3045_XC:f:1_000000	6106	6215	110	39365
VIRSorter_utg000644l_segment0_LN:i:39365_RC:i:3045_XC:f:1_000000	7388	8638	1251	39365
VIRSorter_utg000644l_segment0_LN:i:39365_RC:i:3045_XC:f:1_000000	10457	11414	958	39365
VIRSorter_utg000644l_segment0_LN:i:39365_RC:i:3045_XC:f:1_000000	12945	13590	646	39365
VIRSorter_utg000644l_segment0_LN:i:39365_RC:i:3045_XC:f:1_000000	16039	16579	541	39365
VIRSorter_utg000644l_segment0_LN:i:39365_RC:i:3045_XC:f:1_000000	18297	19195	899	39365
VIRSorter_utg000644l_segment0_LN:i:39365_RC:i:3045_XC:f:1_000000	21173	21404	232	39365
VIRSorter_utg000644l_segment0_LN:i:39365_RC:i:3045_XC:f:1_000000	23936	24065	130	39365
VIRSorter_utg000644l_segment0_LN:i:39365_RC:i:3045_XC:f:1_000000	25004	25413	410	39365
VIRSorter_utg000644l_segment0_LN:i:39365_RC:i:3045_XC:f:1_000000	26563	30780	4218	39365
VIRSorter_utg000644l_segment0_LN:i:39365_RC:i:3045_XC:f:1_000000	34075	39364	5290	39365
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	0	9	10	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	2491	2517	27	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	4159	4768	610	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	7733	7849	117	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	12932	13023	92	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	15051	15593	543	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	19151	19173	23	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	23415	24267	853	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	25578	25665	88	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	26956	27005	50	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	30015	31434	1420	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	35607	36320	714	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	41191	41222	32	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	46440	46666	227	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	49312	49624	313	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	51719	51761	43	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	53569	53584	16	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	64188	64189	2	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	65662	65799	138	74332
VIRSorter_utg000649l_segment0_LN:i:74332_RC:i:5162_XC:f:1_000000	70709	74331	3623	74332
VIRSorter_utg000650l_segment0_LN:i:27553_RC:i:5336_XC:f:1_000000	27163	27551	389	27553
VIRSorter_utg000651l_segment0_LN:i:29315_RC:i:1353_XC:f:1_000000	0	114	115	29315
VIRSorter_utg000651l_segment0_LN:i:29315_RC:i:1353_XC:f:1_000000	2898	3675	778	29315
VIRSorter_utg000651l_segment0_LN:i:29315_RC:i:1353_XC:f:1_000000	5147	5395	249	29315
VIRSorter_utg000651l_segment0_LN:i:29315_RC:i:1353_XC:f:1_000000	7905	8362	458	29315
VIRSorter_utg000651l_segment0_LN:i:29315_RC:i:1353_XC:f:1_000000	10214	10220	7	29315
VIRSorter_utg000651l_segment0_LN:i:29315_RC:i:1353_XC:f:1_000000	12920	13600	681	29315
VIRSorter_utg000651l_segment0_LN:i:29315_RC:i:1353_XC:f:1_000000	17675	18159	485	29315
VIRSorter_utg000651l_segment0_LN:i:29315_RC:i:1353_XC:f:1_000000	20173	23581	3409	29315
VIRSorter_utg000651l_segment0_LN:i:29315_RC:i:1353_XC:f:1_000000	25211	27118	1908	29315
VIRSorter_utg000651l_segment0_LN:i:29315_RC:i:1353_XC:f:1_000000	29298	29314	17	29315
VIRSorter_utg000652l_segment0_LN:i:52946_RC:i:2069_XC:f:1_000000	0	1450	1451	52946
VIRSorter_utg000652l_segment0_LN:i:52946_RC:i:2069_XC:f:1_000000	20702	20925	224	52946
VIRSorter_utg000652l_segment0_LN:i:52946_RC:i:2069_XC:f:1_000000	52824	52945	122	52946
VIRSorter_utg000654l_segment0_LN:i:12340_RC:i:2985_XC:f:1_000000	0	16	17	12340
VIRSorter_utg000654l_segment0_LN:i:12340_RC:i:2985_XC:f:1_000000	2934	3815	882	12340
VIRSorter_utg000654l_segment0_LN:i:12340_RC:i:2985_XC:f:1_000000	12298	12339	42	12340
VIRSorter_utg000658l_segment0_LN:i:14361_RC:i:4480_XC:f:1_000000	0	23	24	14361
VIRSorter_utg000658l_segment0_LN:i:14361_RC:i:4480_XC:f:1_000000	14018	14360	343	14361
VIRSorter_utg000659l_segment0_LN:i:36133_RC:i:3568_XC:f:1_000000	0	324	325	36133
VIRSorter_utg000659l_segment0_LN:i:36133_RC:i:3568_XC:f:1_000000	36132	36132	1	36133
VIRSorter_utg000662l_segment0_LN:i:59491_RC:i:2319_XC:f:0_991597	0	2	3	59491
VIRSorter_utg000662l_segment0_LN:i:59491_RC:i:2319_XC:f:0_991597	59316	59490	175	59491
VIRSorter_utg000664l_segment0_LN:i:11724_RC:i:1167_XC:f:1_000000	0	4	5	11724
VIRSorter_utg000664l_segment0_LN:i:11724_RC:i:1167_XC:f:1_000000	11698	11723	26	11724
VIRSorter_utg000675l_segment0_LN:i:47211_RC:i:93355_XC:f:1_000000	0	83	84	47211
VIRSorter_utg000675l_segment0_LN:i:47211_RC:i:93355_XC:f:1_000000	47203	47210	8	47211
VIRSorter_utg000676l_segment0_LN:i:28350_RC:i:3810_XC:f:0_947368	0	12	13	28350
VIRSorter_utg000676l_segment0_LN:i:28350_RC:i:3810_XC:f:0_947368	13946	15713	1768	28350
VIRSorter_utg000676l_segment0_LN:i:28350_RC:i:3810_XC:f:0_947368	27472	28349	878	28350
VIRSorter_utg000683l_segment0_LN:i:33454_RC:i:1287_XC:f:1_000000	0	7	8	33454
VIRSorter_utg000683l_segment0_LN:i:33454_RC:i:1287_XC:f:1_000000	33039	33453	415	33454
VIRSorter_utg000684l_segment0_LN:i:76731_RC:i:2964_XC:f:0_993506	0	438	439	76731
VIRSorter_utg000684l_segment0_LN:i:76731_RC:i:2964_XC:f:0_993506	1627	2979	1353	76731
VIRSorter_utg000684l_segment0_LN:i:76731_RC:i:2964_XC:f:0_993506	3854	7343	3490	76731
VIRSorter_utg000684l_segment0_LN:i:76731_RC:i:2964_XC:f:0_993506	9093	11261	2169	76731
VIRSorter_utg000684l_segment0_LN:i:76731_RC:i:2964_XC:f:0_993506	12618	14638	2021	76731
VIRSorter_utg000684l_segment0_LN:i:76731_RC:i:2964_XC:f:0_993506	15760	23524	7765	76731
